Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Top Category
Auraria,39.74577000000005,-105.01001999999994,Bistro Vendome,39.74758615298366,-104.99906626686852,French Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Boettcher Concert Hall,39.7444591985828,-104.99845605693795,Concert Hall,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Minderaser At Elitch's,39.74956155734978,-105.01388726041263,Theme Park,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Patagonia Denver,39.74946153820718,-105.0000895629771,Clothing Store,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,Domo Japanese Country Foods Restaurant,39.7381,-105.00565,Japanese Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Tag,39.74792531953066,-104.99905385702054,New American Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Tattered Cover Bookstore,39.75170514928343,-105.0008991149599,Bookstore,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,Four Seasons Hotel Denver,39.746424975798554,-104.9984994101238,Hotel,Travel & Transport
Auraria,39.74577000000005,-105.01001999999994,ChoLon Bistro,39.75056158248463,-104.99967314976035,Asian Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Temple Hoyne Buell Theater,39.74473688229625,-104.99797816205279,Theater,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Illegal Pete's,39.750912,-104.999913,Mexican Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Boomerang,39.748359799818886,-105.0143636281071,Theme Park,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Stage Theatre @ Denver Performing Arts Complex,39.74447792749218,-104.99869844761986,Theater,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Fogo de Chão,39.75120861841116,-105.00226967626882,Churrascaria,Food
Auraria,39.74577000000005,-105.01001999999994,Little Owl Coffee,39.75045153697557,-104.99965587666885,Coffee Shop,Food
Auraria,39.74577000000005,-105.01001999999994,Confluence Park,39.75448692690256,-105.00856943810193,Park,Outdoors & Recreation
Auraria,39.74577000000005,-105.01001999999994,Elitch Gardens Theme & Water Park,39.75004490229126,-105.01076065912419,Theme Park,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Lucky Pie Pizza & Tap House,39.75112284581134,-105.0002079821709,Pizza Place,Food
Auraria,39.74577000000005,-105.01001999999994,The Capital Grille,39.74799814075769,-104.99871959013868,Steakhouse,Food
Auraria,39.74577000000005,-105.01001999999994,Ocean Prime,39.74827969707599,-104.99898403774944,Seafood Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Freshcraft,39.74992507157928,-104.9996736145575,American Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,REI,39.755622,-105.009853,Sporting Goods Shop,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,The Kitchen Denver,39.75118132946056,-105.00002242434076,New American Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Zolarium Tanning Studio,39.749406352166034,-104.99905252687307,Tanning Salon,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,Hotel Teatro,39.7460294,-104.9985075,Hotel,Travel & Transport
Auraria,39.74577000000005,-105.01001999999994,Green Russell,39.747634,-104.999245,Cocktail Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,TAVERNETTA,39.753099097500495,-105.0017543309544,Italian Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Four Seasons Spa,39.74662961036058,-104.99798149187289,Spa,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,Ellie Caulkins Opera House,39.74515752732853,-104.99740826148623,Opera House,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Denver Broncos Team Store,39.74281973134802,-105.02021948348919,Sporting Goods Shop,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,Museum Of Contemporary Art Denver,39.75235154278164,-105.00413874956082,Art Museum,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Hapa Sushi,39.74980856020027,-105.00000797995648,Sushi Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Cru Wine Bar,39.747962713871935,-104.99890775091752,Wine Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Strange Craft Beer Company,39.73724255225483,-105.01489115393258,Brewery,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Kimpton Hotel Born,39.753132950343044,-105.00212613398992,Hotel,Travel & Transport
Auraria,39.74577000000005,-105.01001999999994,Rocket Fizz,39.74834495130356,-104.99821445632602,Candy Store,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,Public School 303,39.75360113331446,-105.0030095615762,Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Mile High Station,39.740133120936264,-105.01631873328239,Event Space,Professional & Other Places
Auraria,39.74577000000005,-105.01001999999994,Tower Of Doom,39.748204162220595,-105.01413306408408,Theme Park,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Society Sports & Spirits,39.74914264035433,-105.00086477756001,Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,My Brother's Bar,39.75623169184121,-105.00922029546224,Pub,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Comedy Works Downtown in Larimer Square,39.74790376934414,-104.99835394048091,Comedy Club,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Tamayo,39.747301162582055,-104.99956467029551,Mexican Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Denver Union Station,39.75340984151637,-105.00022138682314,Train Station,Travel & Transport
Auraria,39.74577000000005,-105.01001999999994,Downtown Aquarium,39.751798,-105.0136492,Aquarium,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Russell's Smokehouse,39.74767915935488,-104.99911889200158,BBQ Joint,Food
Auraria,39.74577000000005,-105.01001999999994,The Market Cafe,39.748014980344315,-104.99892982280224,Café,Food
Auraria,39.74577000000005,-105.01001999999994,Blue Sushi Sake Grill,39.75151908765702,-105.00031678183895,Sushi Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Players Clothing,39.750147157442285,-105.00117618881005,Men's Store,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,Whole Foods Market,39.75443642885084,-105.00167482857749,Grocery Store,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,Avelina,39.751873200856735,-104.99908613888313,Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,The Curtis Denver - a DoubleTree by Hilton Hotel,39.745728,-104.997065,Hotel,Travel & Transport
Auraria,39.74577000000005,-105.01001999999994,Sushi Sasa,39.75670112214983,-105.00936667368005,Sushi Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Jax Fish House Denver,39.75208129710923,-104.99878544300708,Seafood Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Backstage Coffee,39.74546405206912,-104.99721750337342,Coffee Shop,Food
Auraria,39.74577000000005,-105.01001999999994,Little Machine Beer,39.747316,-105.024345,Brewery,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Nickel,39.74614532703535,-104.99820219454878,American Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Bellco Theatre,39.7410444693893,-104.99840662000285,Theater,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Elevation Cycles,39.750769116917766,-105.00171985954695,Bike Shop,Shop & Service
Auraria,39.74577000000005,-105.01001999999994,The Cooper Lounge,39.75305569485879,-105.00002361333344,Lounge,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Crepes n' Crepes,39.74869201185675,-104.99702168227323,French Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Backcountry Delicatessen,39.75158360929521,-104.99987635531868,Sandwich Place,Food
Auraria,39.74577000000005,-105.01001999999994,The Cheesecake Factory,39.74897950804828,-104.99716500125064,American Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,D'Corazon,39.75011598976618,-104.99966692018674,Mexican Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Snooze,39.753313688248056,-104.99963874630728,Breakfast Spot,Food
Auraria,39.74577000000005,-105.01001999999994,Terminal Bar,39.75314197050145,-105.00012192449552,Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Cruise Room,39.7522442869166,-104.99903515987694,Cocktail Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Sam's No. 3,39.746303,-104.995538,Diner,Food
Auraria,39.74577000000005,-105.01001999999994,Big Blue Bear (I See What You Mean),39.74386013942204,-104.99524585708056,Outdoor Sculpture,Arts & Entertainment
Auraria,39.74577000000005,-105.01001999999994,Colorado Athletic Club - Union Station,39.75391,-105.002644,Gym / Fitness Center,Outdoors & Recreation
Auraria,39.74577000000005,-105.01001999999994,bubu,39.7477246594378,-104.99943880584766,Asian Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Mellow Mushroom,39.748819,-104.996694,Pizza Place,Food
Auraria,39.74577000000005,-105.01001999999994,Hopdoddy Burger Bar Denver,39.75355134552368,-104.99923942310284,Burger Joint,Food
Auraria,39.74577000000005,-105.01001999999994,Ste. Ellie,39.75739989729396,-105.00841579144372,Cocktail Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Corridor 44,39.74798664706155,-104.99942750122341,Wine Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Slice Works,39.751484796354944,-104.99782512430228,Pizza Place,Food
Auraria,39.74577000000005,-105.01001999999994,Upstairs Circus,39.75118960701891,-105.00163389321693,Cocktail Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,EDGE Restaurant And Bar At Four Seasons Hotel Denver,39.74636682978978,-104.9979186468387,Steakhouse,Food
Auraria,39.74577000000005,-105.01001999999994,Mercantile Dining & Provision,39.75337912236695,-104.99955387696934,New American Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,LoDo,39.75137783129078,-104.99659813608734,Neighborhood,Outdoors & Recreation
Auraria,39.74577000000005,-105.01001999999994,Union Lodge No. 1,39.74624,-104.994656,Cocktail Bar,Nightlife Spot
Auraria,39.74577000000005,-105.01001999999994,Colt & Gray,39.757468441981054,-105.00825911618836,American Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,Sassafras American Eatery,39.7549981949428,-105.02013599713588,Southern / Soul Food Restaurant,Food
Auraria,39.74577000000005,-105.01001999999994,The Oxford Hotel,39.7522538,-104.9993332,Hotel,Travel & Transport
Auraria,39.74577000000005,-105.01001999999994,Oxford Club & Spa,39.75251922191261,-104.99956414347737,Spa,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Denver Biscuit Company,39.713770448726734,-104.98777802798698,Breakfast Spot,Food
Baker,39.71117000000004,-104.99208999999996,Illegal Pete's South Broadway,39.7117682717818,-104.98718683054386,Mexican Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Stranahan's Colorado Whiskey,39.71225253865977,-104.99857584514214,Distillery,Professional & Other Places
Baker,39.71117000000004,-104.99208999999996,Livwell,39.708663654963765,-104.98733565178999,Marijuana Dispensary,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Bardo Coffee House,39.71226567056866,-104.98735122992179,Coffee Shop,Food
Baker,39.71117000000004,-104.99208999999996,MUTINY Information Cafe,39.71647387382231,-104.9873170524012,Bookstore,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Studio Urban Wax,39.7078475,-104.9872316,Spa,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Sweet Action Ice Cream,39.71754384114271,-104.98735185483699,Ice Cream Shop,Food
Baker,39.71117000000004,-104.99208999999996,Beatrice & Woodsley,39.7158746375889,-104.98722556450753,American Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Lucile's Creole Cafe,39.7113636002508,-104.98290888884782,Cajun / Creole Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Sputnik,39.71642572256115,-104.98777255480846,Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Goodwill Industries,39.715933458691175,-104.9877842528486,Thrift / Vintage Store,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Gozo,39.715931930878234,-104.98728857868038,Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,IMT Alameda Station,39.71156073679302,-104.99292231930252,Residential Building (Apartment / Condo),Residence
Baker,39.71117000000004,-104.99208999999996,Atomic Cowboy,39.71384571985471,-104.98768807611012,Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Syntax Physic Opera,39.70654678406538,-104.98749791399278,Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Fancy Tiger Clothing,39.717712302483484,-104.98767925748189,Clothing Store,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Karma Asian,39.71616032868543,-104.98743066791481,Asian Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Mayan Theatre,39.71870355792762,-104.9873424903361,Indie Movie Theater,Arts & Entertainment
Baker,39.71117000000004,-104.99208999999996,The Skylark Lounge,39.71379253406505,-104.98742568483638,Dive Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Fancy Tiger Crafts,39.71771951941804,-104.98789178826176,Arts & Crafts Store,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Adrift Tiki,39.71257436834123,-104.98734525692932,Beach Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Orangetheory Fitness Washington Park,39.70663,-104.98518,Gym,Outdoors & Recreation
Baker,39.71117000000004,-104.99208999999996,Stranahan's Whiskey Tour,39.71220846779672,-104.99853109291519,Whisky Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,The Hornet Restaurant,39.71810139999999,-104.987201,American Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Go Fish,39.7166785161838,-104.98752932682629,Japanese Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,CHO77,39.71576487539654,-104.98733382233986,Dim Sum Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Indy Ink,39.71499676592245,-104.98740520837,Art Gallery,Arts & Entertainment
Baker,39.71117000000004,-104.99208999999996,Pie Hole,39.71572565120206,-104.9871875689362,Pizza Place,Food
Baker,39.71117000000004,-104.99208999999996,Double Dutch Hair Studio,39.71444222898571,-104.98740091616874,Cosmetics Shop,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Sobo 151,39.71355997721182,-104.98774296822894,Eastern European Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Historians Ale House,39.717233190487505,-104.98732780506668,Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Karmaceuticals,39.716522775488116,-104.99839377476016,Marijuana Dispensary,Shop & Service
Baker,39.71117000000004,-104.99208999999996,nooch vegan market,39.71652257171628,-104.98721324223676,Organic Grocery,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Decade,39.715483306968856,-104.9872526344162,Clothing Store,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Historic Grant Avenue,39.71269646377286,-104.98357149428962,Event Space,Professional & Other Places
Baker,39.71117000000004,-104.99208999999996,Lil Devils Lounge,39.711796532502966,-104.98754002938568,Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,CorePower Yoga,39.7208055,-104.9877806,Yoga Studio,Outdoors & Recreation
Baker,39.71117000000004,-104.99208999999996,TRVE Brewing Co.,39.71991862771068,-104.98763597463197,Brewery,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Herban Underground,39.7178869,-104.987174,Marijuana Dispensary,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Hi-Dive,39.71636229656294,-104.98781976875735,Rock Club,Arts & Entertainment
Baker,39.71117000000004,-104.99208999999996,Carmine's on Penn,39.71495937209496,-104.98131035422212,Italian Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Board Game Republic,39.71728869322335,-104.99908447265625,Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Famous Pizza,39.71481361474038,-104.98731415569308,Pizza Place,Food
Baker,39.71117000000004,-104.99208999999996,Imperial Chinese,39.70901380676905,-104.9878274311291,Chinese Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Punch Bowl Social,39.71792860000001,-104.9879806,Gastropub,Food
Baker,39.71117000000004,-104.99208999999996,Blue Bonnet,39.7082187131479,-104.98783599889656,Mexican Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Baere Brewing Co.,39.721379067603465,-104.98706855751888,Brewery,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Illuzion Glass,39.72013057230064,-104.98735148934674,Smoke Shop,Shop & Service
Baker,39.71117000000004,-104.99208999999996,3 Kings Tavern,39.715409877854825,-104.9872786883172,Rock Club,Arts & Entertainment
Baker,39.71117000000004,-104.99208999999996,bittersweet,39.710925040375926,-104.98126307370634,American Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Vert Kitchen,39.70378741215252,-104.98035545217482,Sandwich Place,Food
Baker,39.71117000000004,-104.99208999999996,Gary Lee's Motor Club And Grub,39.71314284189433,-104.98717446033399,Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Adorn Salon Denver,39.72019121113989,-104.98751790330418,Salon / Barbershop,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Buffalo Exchange,39.71761696811412,-104.98796117480602,Thrift / Vintage Store,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Candlelight Tavern,39.70960781867715,-104.98055503555935,Dive Bar,Nightlife Spot
Baker,39.71117000000004,-104.99208999999996,Chipotle Mexican Grill,39.71130267675699,-104.98316448041486,Mexican Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Swing Thai,39.711081312643365,-104.98198471005297,Thai Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Leña,39.7172007434813,-104.9873592103172,Latin American Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Spicy Basil,39.716861174014674,-104.98759613724914,Asian Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Rosebud Cafe,39.71823128285423,-104.98134375484256,Café,Food
Baker,39.71117000000004,-104.99208999999996,Studio Lites,39.72155494762401,-104.98805168201181,Lingerie Store,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Namaste An Aveda Concept Salon,39.71880208158261,-104.98767095625475,Salon / Barbershop,Shop & Service
Baker,39.71117000000004,-104.99208999999996,Señor Burritos,39.71828508671704,-104.98712154483893,Mexican Restaurant,Food
Baker,39.71117000000004,-104.99208999999996,Needz,39.71895605783907,-104.98776672018698,Men's Store,Shop & Service
Baker,39.71117000000004,-104.99208999999996,True Love,39.71749435508255,-104.98729897850278,Shoe Store,Shop & Service
